Acceleration - Average Points,19th,48.78,
Acceleration - Best Result,47th,2nd,x1
Acceleration - Total,66th,195.1,
AutoX - Average Points,11th,77.12,
AutoX - Best Result,47th,2nd,x1
AutoX - Total,58th,308.5,
Business Presentation - Average Points,60th,61.32,
Business Presentation - Best Result,119th,5th,x1
Business Presentation - Total,134th,245.3,
Cost - Average Points,75th,71.12,
Cost - Best Result,112th,5th,x1
Cost - Total,123rd,284.5,
Endurance - Average Points,38th,91.95,
Endurance - Best Result,46th,2nd,x1
Endurance - Total,68th,367.8,
Engineering Design - Average Points,23rd,113.75,
Engineering Design - Best Result,51st,3rd,x2
Engineering Design - Total,108th,455.0,
Fuel - Average Points,4th,70.38,
Fuel - Best Result,89th,2nd,x1
Fuel - Total,57th,281.5,
Points - Average Points,15th,578.75,
Points - Total,84th,2315,
Skidpad - Average Points,16th,44.28,
Skidpad - Best Result,36th,1st,x1
Skidpad - Total,64th,177.1,
