Business Presentation - Average Points,242nd,43.88,
Business Presentation - Best Result,61st,2nd,x1
Business Presentation - Total,173rd,219.4,
Cost - Average Points,174th,58.4,
Cost - Best Result,160th,7th,x1
Cost - Total,143rd,292.0,
Endurance - Average Points,148th,10.48,
Endurance - Best Result,101st,5th,x1
Endurance - Total,153rd,52.4,
Engineering Design - Average Points,271st,46.1,
Engineering Design - Best Result,150th,9th,x1
Engineering Design - Total,195th,230.5,
Fuel - Average Points,50th,36.24,
Fuel - Best Result,81st,2nd,x1
Fuel - Total,91st,181.2,
Points - Average Points,219th,169.0,
Points - Total,190th,845,
