Rank,University,Lowest Place,#
1,Wroclaw University of Technology,1st,4
2,Białystok University of Technology,1st,3
3,AGH University of Science and Technology,1st,1
4,Poznan University of Technology,1st,1
5,Silesian University of Technology,1st,1
6,Rzeszów University of Technology,2nd,1
7,Gdańsk University of Technology,5th,3
8,Warsaw University of Technology,7th,1
