Rank,University,Lowest Place,#
1,Białystok University of Technology,1st,1
2,Rzeszów University of Technology,1st,1
3,Wroclaw University of Technology,2nd,3
4,Warsaw University of Technology,2nd,1
5,Poznan University of Technology,4th,1
6,Gdańsk University of Technology,6th,1
7,AGH University of Science and Technology,8th,2
8,Silesian University of Technology,11th,1
