Rank,University,Lowest Place,#
1,Wroclaw University of Technology,1st,2
2,Białystok University of Technology,2nd,2
3,AGH University of Science and Technology,2nd,1
4,Poznan University of Technology,2nd,1
5,Rzeszów University of Technology,4th,1
6,Gdańsk University of Technology,5th,1
7,Silesian University of Technology,11th,1
8,Warsaw University of Technology,17th,1
