Rank,University,Lowest Place,#
1,Wroclaw University of Technology,4th,1
2,Białystok University of Technology,5th,1
3,Rzeszów University of Technology,6th,1
4,Gdańsk University of Technology,7th,1
5,Poznan University of Technology,8th,1
6,AGH University of Science and Technology,9th,1
7,Silesian University of Technology,9th,1
8,Warsaw University of Technology,12th,1
