Rank,University,Points
1,Yıldız Technical University,5887
2,Hacettepe University,492
3,Middle East Technical University,419
4,Istanbul Technical University,357
5,University of Kocaeli,302
6,Çukurova University,114
7,Uludağ University,95
8,Düzce University,52
9,Ataturk University,50
