Rank,University,Points
1,Yıldız Technical University,840.13
2,Middle East Technical University,191.18
3,Hacettepe University,163.11
4,University of Kocaeli,148.45
5,Istanbul Technical University,111.18
6,Çukurova University,58.53
7,Uludağ University,25.0
8,Düzce University,21.16
9,Ataturk University,2.5
