Rank,University,Points
1,Nagoya University,690.0
2,Tohoku University,403.0
3,Shizuoka Institute of Science and Technology,354.0
4,Toyota Technical College Nagoya,336.0
5,Toyohashi University of Technology,291.0
6,Iwate University,248.0
7,Kanagawa Institute of Technology,201.0
8,Shizuoka University,156.0
9,The University of Tokyo,123.0
10,Kanagawa University,97.0
11,Seikei University,52.0
12,Nissan Automobile Technical College Kyoto,49.0
13,Shizuoka Professional College of Automobile Technology,48.0
14,Daido Institute of Technology,40.0
15,Niigata Institute of Technology,34.0
16,Tokyo University of Technology,17.0
17,Kyushu Institute of Technology,9.0
