Rank,University,Points
1,Nagoya University,42.86
2,The University of Tokyo,34.3
3,Toyohashi University of Technology,20.11
4,Kanagawa Institute of Technology,19.78
5,Nissan Automobile Technical College Kyoto,17.86
6,Shizuoka Institute of Science and Technology,16.57
7,Seikei University,14.0
8,Kanagawa University,12.62
9,Shizuoka University,11.14
10,Shizuoka Professional College of Automobile Technology,10.0
11,Tohoku University,7.23
12,Tokyo University of Technology,3.79
13,Daido Institute of Technology,3.09
14,Kyushu Institute of Technology,-1.87
15,Iwate University,-12.59
16,Toyota Technical College Nagoya,-20.96
17,Niigata Institute of Technology,-48.17
