Rank,University,Points
1,Nagoya University,138.0
2,Shizuoka University,78.0
3,Toyohashi University of Technology,72.75
4,Iwate University,62.0
5,The University of Tokyo,61.5
6,Seikei University,52.0
7,Shizuoka Institute of Science and Technology,50.57
8,Kanagawa Institute of Technology,50.25
9,Shizuoka Professional College of Automobile Technology,48.0
10,Toyota Technical College Nagoya,48.0
11,Tohoku University,44.78
12,Daido Institute of Technology,40.0
13,Kanagawa University,32.33
14,Nissan Automobile Technical College Kyoto,24.5
15,Niigata Institute of Technology,17.0
16,Kyushu Institute of Technology,9.0
17,Tokyo University of Technology,8.5
