Acceleration - Average Points,88th,49.42,
Acceleration - Best Result,204th,4th,x1
Acceleration - Total,134th,741.26,
AutoX - Average Points,137th,62.45,
AutoX - Best Result,237th,5th,x1
AutoX - Total,169th,936.79,
Business Presentation - Average Points,44th,60.87,
Business Presentation - Best Result,155th,2nd,x1
Business Presentation - Total,160th,913.1,
Cost - Average Points,169th,66.27,
Cost - Best Result,89th,1st,x1
Cost - Total,195th,994.07,
Endurance - Average Points,210th,82.74,
Endurance - Best Result,267th,6th,x1
Endurance - Total,182nd,1241.07,
Engineering Design - Average Points,59th,105.55,
Engineering Design - Best Result,52nd,1st,x1
Engineering Design - Total,152nd,1583.21,
Fuel - Average Points,235th,17.46,
Fuel - Best Result,191st,4th,x1
Fuel - Total,201st,261.97,
Points - Average Points,113th,473.87,
Points - Total,162nd,7108,
Skidpad - Average Points,94th,30.14,
Skidpad - Best Result,244th,6th,x1
Skidpad - Total,128th,452.13,
