AutoX - Average Points,572nd,8.89,
AutoX - Best Result,344th,10th,x1
AutoX - Total,620th,17.78,
Business Presentation - Average Points,213th,51.72,
Business Presentation - Best Result,473rd,13th,x1
Business Presentation - Total,638th,103.43,
Cost - Average Points,728th,25.75,
Cost - Best Result,709th,34th,x1
Cost - Total,725th,51.5,
Engineering Design - Average Points,112th,97.5,
Engineering Design - Best Result,196th,5th,x1
Engineering Design - Total,586th,195.0,
Points - Average Points,556th,183.5,
Points - Total,658th,367,
