Acceleration - Average Points,357th,24.88,
Acceleration - Best Result,471st,18th,x1
Acceleration - Total,179th,572.31,
AutoX - Average Points,178th,56.89,
AutoX - Best Result,132nd,2nd,x1
AutoX - Total,108th,1308.48,
Business Presentation - Average Points,187th,53.07,
Business Presentation - Best Result,191st,3rd,x1
Business Presentation - Total,94th,1220.64,
Cost - Average Points,453rd,52.47,
Cost - Best Result,543rd,17th,x1
Cost - Total,130th,1206.71,
Endurance - Average Points,311th,52.5,
Endurance - Best Result,281st,7th,x1
Endurance - Total,182nd,1207.54,
Engineering Design - Average Points,241st,81.03,
Engineering Design - Best Result,164th,4th,x1
Engineering Design - Total,113th,1863.63,
Fuel - Average Points,467th,3.53,
Fuel - Best Result,181st,4th,x1
Fuel - Total,375th,81.1,
Points - Average Points,268th,344.09,
Points - Total,142nd,7914,
Skidpad - Average Points,223rd,19.8,
Skidpad - Best Result,112th,2nd,x1
Skidpad - Total,124th,455.44,
