Business Presentation - Average Points,16th,64.1,
Business Presentation - Best Result,319th,7th,x1
Business Presentation - Total,712th,64.1,
Cost - Average Points,621st,40.0,
Cost - Best Result,618th,24th,x1
Cost - Total,752nd,40.0,
Engineering Design - Average Points,612th,50.0,
Engineering Design - Best Result,703rd,37th,x1
Engineering Design - Total,766th,50.0,
Points - Average Points,625th,154.0,
Points - Total,765th,154,
