Business Presentation - Average Points,547th,38.6,
Business Presentation - Best Result,562nd,19th,x1
Business Presentation - Total,772nd,38.6,
Cost - Average Points,52nd,73.5,
Cost - Best Result,340th,7th,x1
Cost - Total,671st,73.5,
Endurance - Average Points,418th,32.0,
Endurance - Best Result,461st,16th,x1
Endurance - Total,566th,32.0,
Engineering Design - Average Points,320th,74.0,
Engineering Design - Best Result,581st,23rd,x1
Engineering Design - Total,731st,74.0,
Points - Average Points,489th,218.0,
Points - Total,730th,218,
