Acceleration - Average Points,391st,22.52,
Acceleration - Best Result,446th,16th,x1
Acceleration - Total,407th,157.61,
AutoX - Average Points,181st,56.27,
AutoX - Best Result,573rd,30th,x1
AutoX - Total,300th,393.91,
Business Presentation - Average Points,570th,37.81,
Business Presentation - Best Result,603rd,22nd,x1
Business Presentation - Total,462nd,264.66,
Cost - Average Points,733rd,24.34,
Cost - Best Result,441st,11th,x1
Cost - Total,567th,170.39,
Endurance - Average Points,363rd,41.31,
Endurance - Best Result,460th,16th,x1
Endurance - Total,403rd,289.19,
Engineering Design - Average Points,120th,96.71,
Engineering Design - Best Result,114th,3rd,x1
Engineering Design - Total,365th,677.0,
Fuel - Average Points,72nd,30.82,
Fuel - Best Result,40th,1st,x1
Fuel - Total,228th,215.73,
Points - Average Points,309th,320.86,
Points - Total,404th,2246,
Skidpad - Average Points,388th,11.04,
Skidpad - Best Result,517th,24th,x1
Skidpad - Total,406th,77.28,
