Acceleration - Average Points,329th,27.15,
Acceleration - Best Result,462nd,17th,x1
Acceleration - Total,537th,54.3,
AutoX - Average Points,350th,34.4,
AutoX - Best Result,454th,16th,x1
AutoX - Total,539th,68.8,
Business Presentation - Average Points,560th,38.1,
Business Presentation - Best Result,459th,12th,x1
Business Presentation - Total,695th,76.2,
Cost - Average Points,644th,36.5,
Cost - Best Result,202nd,3rd,x1
Cost - Total,674th,73.0,
Endurance - Average Points,409th,33.5,
Endurance - Best Result,398th,12th,x1
Endurance - Total,531st,67.0,
Engineering Design - Average Points,330th,73.5,
Engineering Design - Best Result,670th,32nd,x1
Engineering Design - Total,629th,147.0,
Fuel - Average Points,96th,27.4,
Fuel - Best Result,367th,12th,x1
Fuel - Total,424th,54.8,
Points - Average Points,387th,280.0,
Points - Total,611th,560,
Skidpad - Average Points,324th,13.8,
Skidpad - Best Result,417th,15th,x1
Skidpad - Total,524th,27.6,
