Acceleration - Average Points,643rd,1.75,
Acceleration - Best Result,614th,41st,x1
Acceleration - Total,632nd,10.5,
AutoX - Average Points,649th,3.25,
AutoX - Best Result,610th,35th,x1
AutoX - Total,617th,19.5,
Business Presentation - Average Points,281st,49.4,
Business Presentation - Best Result,462nd,12th,x1
Business Presentation - Total,439th,296.4,
Cost - Average Points,227th,64.15,
Cost - Best Result,581st,20th,x1
Cost - Total,425th,384.87,
Endurance - Average Points,595th,5.0,
Endurance - Best Result,474th,16th,x1
Endurance - Total,571st,30.0,
Engineering Design - Average Points,411th,67.33,
Engineering Design - Best Result,442nd,14th,x1
Engineering Design - Total,460th,404.0,
Points - Average Points,535th,192.0,
Points - Total,490th,1152,
Skidpad - Average Points,596th,1.88,
Skidpad - Best Result,583rd,34th,x2
Skidpad - Total,585th,11.3,
