Business Presentation - Average Points,69th,58.58,
Business Presentation - Best Result,420th,10th,x1
Business Presentation - Total,634th,117.15,
Cost - Average Points,670th,36.25,
Cost - Best Result,649th,24th,x1
Cost - Total,706th,72.5,
Engineering Design - Average Points,838th,18.5,
Engineering Design - Best Result,735th,38th,x1
Engineering Design - Total,817th,37.0,
Points - Average Points,814th,78.5,
Points - Total,785th,157,
