Acceleration - Average Points,458th,17.55,
Acceleration - Best Result,368th,11th,x1
Acceleration - Total,346th,228.11,
AutoX - Average Points,536th,12.3,
AutoX - Best Result,436th,15th,x1
AutoX - Total,434th,159.9,
Business Presentation - Average Points,454th,43.07,
Business Presentation - Best Result,183rd,3rd,x1
Business Presentation - Total,291st,559.97,
Cost - Average Points,310th,59.7,
Cost - Best Result,73rd,1st,x1
Cost - Total,254th,776.15,
Endurance - Average Points,474th,22.01,
Endurance - Best Result,277th,7th,x1
Endurance - Total,407th,286.16,
Engineering Design - Average Points,448th,63.55,
Engineering Design - Best Result,255th,7th,x1
Engineering Design - Total,313th,826.18,
Fuel - Average Points,450th,4.59,
Fuel - Best Result,246th,6th,x1
Fuel - Total,416th,59.66,
Points - Average Points,477th,226.85,
Points - Total,345th,2949,
Skidpad - Average Points,434th,9.08,
Skidpad - Best Result,378th,13th,x1
Skidpad - Total,344th,118.07,
