Acceleration - Average Points,273rd,31.62,
Acceleration - Best Result,589th,32nd,x1
Acceleration - Total,391st,189.7,
AutoX - Average Points,362nd,33.25,
AutoX - Best Result,642nd,41st,x1
AutoX - Total,413th,199.5,
Business Presentation - Average Points,321st,48.0,
Business Presentation - Best Result,502nd,14th,x1
Business Presentation - Total,453rd,288.0,
Cost - Average Points,404th,54.82,
Cost - Best Result,349th,7th,x1
Cost - Total,461st,328.9,
Endurance - Average Points,511th,17.4,
Endurance - Best Result,609th,32nd,x1
Endurance - Total,515th,104.4,
Engineering Design - Average Points,584th,54.17,
Engineering Design - Best Result,638th,27th,x1
Engineering Design - Total,506th,325.0,
Fuel - Average Points,445th,5.13,
Fuel - Best Result,522nd,46th,x1
Fuel - Total,480th,30.8,
Points - Average Points,417th,259.5,
Points - Total,463rd,1557,
Skidpad - Average Points,269th,16.78,
Skidpad - Best Result,598th,35th,x1
Skidpad - Total,381st,100.7,
