Acceleration - Average Points,286th,30.79,
Acceleration - Best Result,450th,14th,x1
Acceleration - Total,193rd,585.06,
AutoX - Average Points,260th,46.77,
AutoX - Best Result,322nd,8th,x1
AutoX - Total,182nd,888.67,
Business Presentation - Average Points,409th,45.02,
Business Presentation - Best Result,380th,8th,x1
Business Presentation - Total,185th,855.39,
Cost - Average Points,197th,65.18,
Cost - Best Result,260th,4th,x1
Cost - Total,143rd,1238.35,
Endurance - Average Points,394th,37.64,
Endurance - Best Result,393rd,11th,x1
Endurance - Total,276th,715.22,
Engineering Design - Average Points,371st,70.58,
Engineering Design - Best Result,211th,5th,x1
Engineering Design - Total,210th,1341.0,
Fuel - Average Points,337th,11.84,
Fuel - Best Result,108th,2nd,x1
Fuel - Total,235th,225.0,
Points - Average Points,317th,317.84,
Points - Total,208th,6039,
Skidpad - Average Points,313th,15.29,
Skidpad - Best Result,433rd,15th,x1
Skidpad - Total,219th,290.6,
