Acceleration - Average Points,528th,11.57,
Acceleration - Best Result,258th,6th,x1
Acceleration - Total,424th,138.86,
AutoX - Average Points,477th,18.91,
AutoX - Best Result,280th,7th,x1
AutoX - Total,383rd,226.89,
Business Presentation - Average Points,353rd,46.63,
Business Presentation - Best Result,330th,7th,x1
Business Presentation - Total,292nd,559.6,
Cost - Average Points,204th,65.01,
Cost - Best Result,456th,11th,x1
Cost - Total,253rd,780.15,
Endurance - Average Points,406th,34.12,
Endurance - Best Result,292nd,7th,x1
Endurance - Total,338th,409.46,
Engineering Design - Average Points,502nd,60.0,
Engineering Design - Best Result,391st,12th,x1
Engineering Design - Total,355th,720.0,
Points - Average Points,450th,242.83,
Points - Total,350th,2914,
Skidpad - Average Points,492nd,6.64,
Skidpad - Best Result,369th,12th,x1
Skidpad - Total,400th,79.67,
