Acceleration - Average Points,339th,26.7,
Acceleration - Best Result,432nd,14th,x1
Acceleration - Total,283rd,347.04,
AutoX - Average Points,151st,60.04,
AutoX - Best Result,373rd,11th,x1
AutoX - Total,200th,780.51,
Business Presentation - Average Points,519th,40.73,
Business Presentation - Best Result,303rd,6th,x1
Business Presentation - Total,317th,529.44,
Cost - Average Points,669th,34.66,
Cost - Best Result,495th,13th,x1
Cost - Total,406th,450.55,
Endurance - Average Points,234th,76.48,
Endurance - Best Result,377th,11th,x1
Endurance - Total,213th,994.19,
Engineering Design - Average Points,482nd,60.79,
Engineering Design - Best Result,422nd,13th,x1
Engineering Design - Total,341st,790.22,
Fuel - Average Points,292nd,13.75,
Fuel - Best Result,409th,15th,x1
Fuel - Total,269th,178.78,
Points - Average Points,304th,323.92,
Points - Total,280th,4211,
Skidpad - Average Points,336th,13.23,
Skidpad - Best Result,234th,6th,x1
Skidpad - Total,288th,172.01,
