Acceleration - Average Points,558th,9.51,
Acceleration - Best Result,290th,7th,x1
Acceleration - Total,534th,57.07,
AutoX - Average Points,630th,4.35,
AutoX - Best Result,406th,12th,x1
AutoX - Total,610th,26.11,
Business Presentation - Average Points,663rd,34.04,
Business Presentation - Best Result,386th,9th,x1
Business Presentation - Total,530th,204.27,
Cost - Average Points,675th,34.15,
Cost - Best Result,516th,14th,x1
Cost - Total,547th,204.92,
Endurance - Average Points,638th,1.83,
Endurance - Best Result,439th,14th,x1
Endurance - Total,625th,11.0,
Engineering Design - Average Points,724th,39.89,
Engineering Design - Best Result,452nd,14th,x1
Engineering Design - Total,557th,239.36,
Points - Average Points,723rd,120.83,
Points - Total,587th,725,
Skidpad - Average Points,641st,0.42,
Skidpad - Best Result,359th,11th,x1
Skidpad - Total,646th,2.5,
