Acceleration - Average Points,459th,17.86,
Acceleration - Best Result,479th,18th,x2
Acceleration - Total,331st,267.9,
AutoX - Average Points,568th,9.78,
AutoX - Best Result,530th,23rd,x1
AutoX - Total,456th,146.67,
Business Presentation - Average Points,417th,44.36,
Business Presentation - Best Result,532nd,16th,x1
Business Presentation - Total,258th,665.41,
Cost - Average Points,387th,55.98,
Cost - Best Result,320th,6th,x1
Cost - Total,248th,839.67,
Endurance - Average Points,449th,27.19,
Endurance - Best Result,294th,7th,x1
Endurance - Total,348th,407.83,
Engineering Design - Average Points,357th,71.49,
Engineering Design - Best Result,344th,10th,x1
Engineering Design - Total,263rd,1072.38,
Fuel - Average Points,430th,6.48,
Fuel - Best Result,372nd,12th,x1
Fuel - Total,359th,97.22,
Points - Average Points,458th,239.6,
Points - Total,313th,3594,
Skidpad - Average Points,431st,9.55,
Skidpad - Best Result,391st,13th,x1
Skidpad - Total,326th,143.18,
