Acceleration - Average Points,580th,8.14,
Acceleration - Best Result,511th,19th,x1
Acceleration - Total,460th,122.05,
AutoX - Average Points,617th,6.57,
AutoX - Best Result,439th,13th,x1
AutoX - Total,513th,98.49,
Business Presentation - Average Points,703rd,32.39,
Business Presentation - Best Result,607th,20th,x1
Business Presentation - Total,347th,485.88,
Cost - Average Points,473rd,51.72,
Cost - Best Result,520th,13th,x1
Cost - Total,275th,775.73,
Endurance - Average Points,602nd,5.0,
Endurance - Best Result,339th,8th,x1
Endurance - Total,544th,75.0,
Engineering Design - Average Points,580th,55.13,
Engineering Design - Best Result,513th,16th,x1
Engineering Design - Total,335th,826.97,
Fuel - Average Points,506th,1.83,
Fuel - Best Result,420th,15th,x1
Fuel - Total,489th,27.52,
Points - Average Points,620th,163.0,
Points - Total,406th,2445,
Skidpad - Average Points,539th,5.22,
Skidpad - Best Result,507th,20th,x1
Skidpad - Total,424th,78.35,
