Acceleration - Average Points,107th,47.13,
Acceleration - Best Result,74th,1st,x1
Acceleration - Total,202nd,565.59,
AutoX - Average Points,121st,67.13,
AutoX - Best Result,98th,1st,x1
AutoX - Total,202nd,805.53,
Business Presentation - Average Points,552nd,39.67,
Business Presentation - Best Result,229th,4th,x2
Business Presentation - Total,353rd,476.09,
Cost - Average Points,651st,38.51,
Cost - Best Result,522nd,13th,x1
Cost - Total,408th,462.13,
Endurance - Average Points,78th,129.37,
Endurance - Best Result,143rd,3rd,x2
Endurance - Total,160th,1552.44,
Engineering Design - Average Points,100th,100.93,
Engineering Design - Best Result,118th,3rd,x2
Engineering Design - Total,238th,1211.2,
Fuel - Average Points,345th,11.2,
Fuel - Best Result,481st,23rd,x1
Fuel - Total,314th,134.37,
Points - Average Points,139th,447.83,
Points - Total,232nd,5374,
Skidpad - Average Points,277th,17.16,
Skidpad - Best Result,259th,6th,x1
Skidpad - Total,269th,205.92,
