Acceleration - Average Points,658th,0.7,
Acceleration - Best Result,576th,30th,x1
Acceleration - Total,659th,3.5,
AutoX - Average Points,540th,12.0,
AutoX - Best Result,507th,21st,x1
AutoX - Total,548th,60.02,
Business Presentation - Average Points,439th,43.86,
Business Presentation - Best Result,341st,7th,x1
Business Presentation - Total,510th,219.3,
Cost - Average Points,692nd,29.64,
Cost - Best Result,625th,24th,x1
Cost - Total,589th,148.21,
Engineering Design - Average Points,324th,73.89,
Engineering Design - Best Result,521st,18th,x1
Engineering Design - Total,479th,369.47,
Points - Average Points,645th,145.6,
Points - Total,578th,728,
Skidpad - Average Points,475th,7.48,
Skidpad - Best Result,356th,11th,x1
Skidpad - Total,493rd,37.4,
