Acceleration - Average Points,619th,4.59,
Acceleration - Best Result,584th,29th,x1
Acceleration - Total,532nd,64.2,
AutoX - Average Points,658th,3.29,
AutoX - Best Result,561st,25th,x1
AutoX - Total,588th,46.1,
Business Presentation - Average Points,698th,32.72,
Business Presentation - Best Result,676th,25th,x1
Business Presentation - Total,367th,458.06,
Cost - Average Points,722nd,29.46,
Cost - Best Result,624th,21st,x1
Cost - Total,430th,412.5,
Endurance - Average Points,617th,2.86,
Endurance - Best Result,566th,22nd,x1
Endurance - Total,573rd,40.0,
Engineering Design - Average Points,809th,26.68,
Engineering Design - Best Result,780th,44th,x1
Engineering Design - Total,498th,373.5,
Fuel - Average Points,482nd,3.47,
Fuel - Best Result,128th,2nd,x1
Fuel - Total,457th,48.55,
Points - Average Points,770th,103.79,
Points - Total,491st,1453,
Skidpad - Average Points,624th,1.16,
Skidpad - Best Result,543rd,24th,x1
Skidpad - Total,582nd,16.3,
