Acceleration - Average Points,67th,51.24,
Acceleration - Best Result,576th,30th,x1
Acceleration - Total,552nd,51.24,
AutoX - Average Points,1st,127.27,
AutoX - Best Result,401st,12th,x1
AutoX - Total,470th,127.27,
Business Presentation - Average Points,541st,39.47,
Business Presentation - Best Result,661st,26th,x1
Business Presentation - Total,778th,39.47,
Cost - Average Points,766th,20.95,
Cost - Best Result,763rd,43rd,x1
Cost - Total,803rd,20.95,
Endurance - Average Points,537th,13.0,
Endurance - Best Result,625th,37th,x1
Endurance - Total,619th,13.0,
Engineering Design - Average Points,732nd,39.0,
Engineering Design - Best Result,817th,59th,x1
Engineering Design - Total,802nd,39.0,
Points - Average Points,280th,335.0,
Points - Total,683rd,335,
Skidpad - Average Points,14th,43.98,
Skidpad - Best Result,148th,3rd,x1
Skidpad - Total,486th,43.98,
