Acceleration - Average Points,165th,40.21,
Acceleration - Best Result,171st,3rd,x1
Acceleration - Total,133rd,723.75,
AutoX - Average Points,226th,50.68,
AutoX - Best Result,184th,4th,x3
AutoX - Total,168th,912.25,
Business Presentation - Average Points,160th,54.21,
Business Presentation - Best Result,100th,1st,x1
Business Presentation - Total,135th,975.83,
Cost - Average Points,229th,63.88,
Cost - Best Result,259th,4th,x1
Cost - Total,143rd,1149.77,
Endurance - Average Points,42nd,150.76,
Endurance - Best Result,161st,3rd,x1
Endurance - Total,75th,2713.65,
Engineering Design - Average Points,70th,104.07,
Engineering Design - Best Result,203rd,5th,x1
Engineering Design - Total,110th,1873.3,
Fuel - Average Points,333rd,11.39,
Fuel - Best Result,230th,5th,x1
Fuel - Total,232nd,205.0,
Points - Average Points,91st,497.67,
Points - Total,116th,8958,
Skidpad - Average Points,189th,22.31,
Skidpad - Best Result,153rd,3rd,x1
Skidpad - Total,147th,401.64,
