Acceleration - Average Points,153rd,41.65,
Acceleration - Best Result,66th,1st,x1
Acceleration - Total,145th,707.99,
AutoX - Average Points,120th,67.3,
AutoX - Best Result,29th,1st,x2
AutoX - Total,131st,1144.08,
Business Presentation - Average Points,243rd,50.92,
Business Presentation - Best Result,198th,3rd,x1
Business Presentation - Total,174th,865.64,
Cost - Average Points,90th,69.95,
Cost - Best Result,251st,4th,x1
Cost - Total,143rd,1189.13,
Endurance - Average Points,119th,112.35,
Endurance - Best Result,113th,2nd,x1
Endurance - Total,134th,1910.0,
Engineering Design - Average Points,135th,93.91,
Engineering Design - Best Result,235th,6th,x1
Engineering Design - Total,149th,1596.4,
Fuel - Average Points,237th,17.41,
Fuel - Best Result,190th,4th,x1
Fuel - Total,182nd,295.98,
Points - Average Points,110th,476.0,
Points - Total,142nd,8092,
Skidpad - Average Points,125th,26.82,
Skidpad - Best Result,27th,1st,x2
Skidpad - Total,127th,456.01,
