Acceleration - Average Points,205th,37.31,
Acceleration - Best Result,325th,8th,x1
Acceleration - Total,154th,708.87,
AutoX - Average Points,172nd,58.01,
AutoX - Best Result,372nd,10th,x1
AutoX - Total,150th,1102.11,
Business Presentation - Average Points,328th,48.04,
Business Presentation - Best Result,478th,11th,x1
Business Presentation - Total,166th,912.67,
Cost - Average Points,10th,80.98,
Cost - Best Result,40th,1st,x2
Cost - Total,99th,1538.62,
Endurance - Average Points,302nd,55.66,
Endurance - Best Result,358th,9th,x1
Endurance - Total,212th,1057.55,
Engineering Design - Average Points,188th,87.11,
Engineering Design - Best Result,396th,11th,x1
Engineering Design - Total,143rd,1655.0,
Fuel - Average Points,308th,13.39,
Fuel - Best Result,319th,8th,x1
Fuel - Total,213th,254.4,
Points - Average Points,196th,396.0,
Points - Total,161st,7524,
Skidpad - Average Points,298th,16.09,
Skidpad - Best Result,496th,19th,x1
Skidpad - Total,211th,305.77,
