Acceleration - Average Points,571st,7.58,
Acceleration - Best Result,352nd,10th,x1
Acceleration - Total,553rd,45.48,
AutoX - Average Points,546th,11.49,
AutoX - Best Result,301st,8th,x1
AutoX - Total,536th,68.93,
Business Presentation - Average Points,571st,37.75,
Business Presentation - Best Result,377th,9th,x1
Business Presentation - Total,502nd,226.51,
Cost - Average Points,490th,50.0,
Cost - Best Result,211th,3rd,x1
Cost - Total,465th,300.0,
Endurance - Average Points,505th,18.6,
Endurance - Best Result,321st,8th,x1
Endurance - Total,502nd,111.61,
Engineering Design - Average Points,587th,53.25,
Engineering Design - Best Result,396th,12th,x1
Engineering Design - Total,497th,319.5,
Points - Average Points,554th,184.0,
Points - Total,500th,1104,
Skidpad - Average Points,465th,7.95,
Skidpad - Best Result,384th,13th,x1
Skidpad - Total,466th,47.73,
