Acceleration - Average Points,355th,25.48,
Acceleration - Best Result,529th,21st,x1
Acceleration - Total,286th,356.7,
AutoX - Average Points,123rd,66.81,
AutoX - Best Result,418th,12th,x1
AutoX - Total,174th,935.3,
Business Presentation - Average Points,265th,50.52,
Business Presentation - Best Result,204th,3rd,x1
Business Presentation - Total,253rd,707.3,
Cost - Average Points,248th,63.36,
Cost - Best Result,620th,21st,x1
Cost - Total,239th,887.1,
Endurance - Average Points,253rd,71.47,
Endurance - Best Result,115th,2nd,x1
Endurance - Total,224th,1000.6,
Engineering Design - Average Points,350th,72.5,
Engineering Design - Best Result,409th,12th,x2
Engineering Design - Total,285th,1015.0,
Fuel - Average Points,38th,38.95,
Fuel - Best Result,229th,5th,x1
Fuel - Total,86th,545.3,
Points - Average Points,177th,411.07,
Points - Total,218th,5755,
Skidpad - Average Points,201st,22.69,
Skidpad - Best Result,328th,9th,x1
Skidpad - Total,203rd,317.7,
