Acceleration - Average Points,406th,21.49,
Acceleration - Best Result,382nd,12th,x1
Acceleration - Total,361st,214.91,
AutoX - Average Points,402nd,28.17,
AutoX - Best Result,449th,16th,x1
AutoX - Total,355th,281.68,
Business Presentation - Average Points,565th,37.92,
Business Presentation - Best Result,425th,11th,x1
Business Presentation - Total,386th,379.15,
Cost - Average Points,619th,40.26,
Cost - Best Result,551st,18th,x1
Cost - Total,416th,402.62,
Endurance - Average Points,322nd,49.18,
Endurance - Best Result,268th,7th,x1
Endurance - Total,313th,491.76,
Engineering Design - Average Points,473rd,61.71,
Engineering Design - Best Result,524th,19th,x1
Engineering Design - Total,384th,617.11,
Fuel - Average Points,222nd,17.89,
Fuel - Best Result,378th,13th,x1
Fuel - Total,260th,178.93,
Points - Average Points,424th,254.6,
Points - Total,378th,2546,
Skidpad - Average Points,484th,7.08,
Skidpad - Best Result,443rd,17th,x1
Skidpad - Total,415th,70.75,
