Acceleration - Average Points,419th,21.14,
Acceleration - Best Result,575th,27th,x1
Acceleration - Total,533rd,63.43,
AutoX - Average Points,236th,49.75,
AutoX - Best Result,615th,34th,x2
AutoX - Total,462nd,149.24,
Business Presentation - Average Points,762nd,29.08,
Business Presentation - Best Result,738th,35th,x1
Business Presentation - Total,705th,87.24,
Cost - Average Points,737th,27.56,
Cost - Best Result,731st,33rd,x1
Cost - Total,693rd,82.69,
Endurance - Average Points,115th,114.36,
Endurance - Best Result,549th,21st,x1
Endurance - Total,385th,343.07,
Engineering Design - Average Points,681st,45.67,
Engineering Design - Best Result,710th,34th,x1
Engineering Design - Total,666th,137.0,
Fuel - Average Points,26th,42.42,
Fuel - Best Result,398th,13th,x1
Fuel - Total,327th,127.26,
Points - Average Points,292nd,330.67,
Points - Total,546th,992,
Skidpad - Average Points,497th,7.1,
Skidpad - Best Result,540th,24th,x1
Skidpad - Total,565th,21.29,
