Acceleration - Average Points,160th,40.76,
Acceleration - Best Result,186th,4th,x1
Acceleration - Total,17th,1956.63,
AutoX - Average Points,87th,73.7,
AutoX - Best Result,15th,1st,x4
AutoX - Total,14th,3537.38,
Business Presentation - Average Points,150th,54.63,
Business Presentation - Best Result,166th,3rd,x3
Business Presentation - Total,9th,2622.11,
Cost - Average Points,159th,66.63,
Cost - Best Result,130th,2nd,x1
Cost - Total,9th,3198.42,
Endurance - Average Points,57th,141.66,
Endurance - Best Result,17th,1st,x3
Endurance - Total,10th,6799.44,
Engineering Design - Average Points,53rd,106.0,
Engineering Design - Best Result,37th,1st,x1
Engineering Design - Total,9th,5087.81,
Fuel - Average Points,99th,27.26,
Fuel - Best Result,131st,3rd,x1
Fuel - Total,11th,1308.64,
Points - Average Points,53rd,540.81,
Points - Total,12th,25959,
Skidpad - Average Points,69th,32.3,
Skidpad - Best Result,17th,1st,x2
Skidpad - Total,14th,1550.64,
