Acceleration - Average Points,540th,11.79,
Acceleration - Best Result,490th,17th,x1
Acceleration - Total,523rd,70.71,
AutoX - Average Points,475th,20.69,
AutoX - Best Result,528th,20th,x1
AutoX - Total,485th,124.16,
Business Presentation - Average Points,718th,31.73,
Business Presentation - Best Result,663rd,24th,x1
Business Presentation - Total,555th,190.36,
Cost - Average Points,803rd,15.09,
Cost - Best Result,715th,30th,x1
Cost - Total,678th,90.54,
Endurance - Average Points,575th,7.08,
Endurance - Best Result,591st,26th,x1
Endurance - Total,569th,42.5,
Engineering Design - Average Points,623rd,50.67,
Engineering Design - Best Result,375th,10th,x1
Engineering Design - Total,538th,304.0,
Fuel - Average Points,413th,7.7,
Fuel - Best Result,475th,21st,x1
Fuel - Total,463rd,46.21,
Points - Average Points,635th,155.67,
Points - Total,557th,934,
Skidpad - Average Points,360th,12.63,
Skidpad - Best Result,476th,17th,x1
Skidpad - Total,428th,75.78,
