Acceleration - Average Points,176th,39.91,
Acceleration - Best Result,191st,4th,x2
Acceleration - Total,52nd,1397.01,
AutoX - Average Points,155th,60.06,
AutoX - Best Result,137th,2nd,x1
AutoX - Total,54th,2102.24,
Business Presentation - Average Points,236th,51.39,
Business Presentation - Best Result,133rd,2nd,x2
Business Presentation - Total,45th,1798.53,
Cost - Average Points,223rd,64.38,
Cost - Best Result,74th,1st,x1
Cost - Total,39th,2253.32,
Endurance - Average Points,224th,78.1,
Endurance - Best Result,196th,4th,x1
Endurance - Total,77th,2733.55,
Engineering Design - Average Points,218th,83.59,
Engineering Design - Best Result,278th,7th,x1
Engineering Design - Total,59th,2925.59,
Fuel - Average Points,290th,14.17,
Fuel - Best Result,54th,1st,x1
Fuel - Total,94th,495.87,
Points - Average Points,171st,413.69,
Points - Total,58th,14479,
Skidpad - Average Points,136th,26.53,
Skidpad - Best Result,206th,5th,x5
Skidpad - Total,48th,928.55,
