Acceleration - Average Points,514th,13.31,
Acceleration - Best Result,520th,21st,x1
Acceleration - Total,323rd,279.58,
AutoX - Average Points,498th,17.25,
AutoX - Best Result,538th,24th,x1
AutoX - Total,323rd,362.35,
Business Presentation - Average Points,46th,60.63,
Business Presentation - Best Result,98th,1st,x1
Business Presentation - Total,93rd,1273.27,
Cost - Average Points,93rd,69.79,
Cost - Best Result,102nd,1st,x1
Cost - Total,102nd,1465.51,
Endurance - Average Points,438th,29.54,
Endurance - Best Result,480th,16th,x1
Endurance - Total,284th,620.4,
Engineering Design - Average Points,246th,80.4,
Engineering Design - Best Result,354th,10th,x1
Engineering Design - Total,134th,1688.5,
Fuel - Average Points,384th,8.78,
Fuel - Best Result,296th,8th,x2
Fuel - Total,262nd,184.36,
Points - Average Points,379th,283.43,
Points - Total,200th,5952,
Skidpad - Average Points,510th,6.19,
Skidpad - Best Result,429th,15th,x1
Skidpad - Total,339th,129.94,
