Acceleration - Average Points,508th,14.01,
Acceleration - Best Result,345th,9th,x1
Acceleration - Total,373rd,210.12,
AutoX - Average Points,519th,14.27,
AutoX - Best Result,477th,17th,x1
AutoX - Total,398th,214.1,
Business Presentation - Average Points,513th,40.96,
Business Presentation - Best Result,393rd,9th,x1
Business Presentation - Total,283rd,614.44,
Cost - Average Points,624th,40.19,
Cost - Best Result,421st,9th,x1
Cost - Total,343rd,602.78,
Endurance - Average Points,521st,15.63,
Endurance - Best Result,414th,12th,x1
Endurance - Total,437th,234.44,
Engineering Design - Average Points,554th,55.86,
Engineering Design - Best Result,310th,8th,x1
Engineering Design - Total,322nd,837.88,
Fuel - Average Points,478th,3.25,
Fuel - Best Result,379th,12th,x1
Fuel - Total,449th,48.74,
Points - Average Points,553rd,183.8,
Points - Total,371st,2757,
Skidpad - Average Points,523rd,5.7,
Skidpad - Best Result,466th,17th,x1
Skidpad - Total,395th,85.54,
