Acceleration - Average Points,51st,52.81,
Acceleration - Best Result,87th,2nd,x3
Acceleration - Total,31st,1637.08,
AutoX - Average Points,97th,72.46,
AutoX - Best Result,22nd,1st,x3
AutoX - Total,45th,2246.41,
Business Presentation - Average Points,49th,60.37,
Business Presentation - Best Result,7th,1st,x5
Business Presentation - Total,37th,1871.44,
Cost - Average Points,37th,75.43,
Cost - Best Result,46th,1st,x2
Cost - Total,34th,2338.27,
Endurance - Average Points,94th,121.24,
Endurance - Best Result,37th,1st,x2
Endurance - Total,44th,3758.43,
Engineering Design - Average Points,47th,107.68,
Engineering Design - Best Result,21st,1st,x3
Engineering Design - Total,38th,3337.94,
Fuel - Average Points,110th,26.42,
Fuel - Best Result,89th,2nd,x2
Fuel - Total,30th,819.15,
Points - Average Points,48th,548.19,
Points - Total,38th,16994,
Skidpad - Average Points,68th,32.47,
Skidpad - Best Result,12th,1st,x5
Skidpad - Total,39th,1006.62,
