Acceleration - Average Points,21st,GFR DHBW Ravensburg &,58.93,
Acceleration - Average Points,59th,52.04,,
Acceleration - Best Result,48th,GFR DHBW Ravensburg &,1st,x1
Acceleration - Best Result,56th,1st,1,
Acceleration - Total,14th,GFR DHBW Ravensburg &,2121.57,
Acceleration - Total,131st,728.62,,
AutoX - Average Points,6th,GFR DHBW Ravensburg &,111.98,
AutoX - Average Points,38th,89.62,,
AutoX - Best Result,1st,GFR DHBW Ravensburg &,1st,x18
AutoX - Best Result,128th,2nd,1,
AutoX - Total,8th,GFR DHBW Ravensburg &,4031.18,
AutoX - Total,117th,1254.71,,
Business Presentation - Average Points,5th,GFR DHBW Ravensburg &,68.17,
Business Presentation - Average Points,24th,62.9,,
Business Presentation - Best Result,1st,GFR DHBW Ravensburg &,1st,x9
Business Presentation - Best Result,70th,1st,1,
Business Presentation - Total,12th,GFR DHBW Ravensburg &,2454.17,
Business Presentation - Total,158th,880.6,,
Cost - Average Points,55th,GFR DHBW Ravensburg &,73.1,
Cost - Average Points,364th,57.54,,
Cost - Best Result,27th,GFR DHBW Ravensburg &,1st,x2
Cost - Best Result,373rd,8th,1,
Cost - Total,21st,GFR DHBW Ravensburg &,2631.43,
Cost - Total,247th,805.59,,
Endurance - Average Points,10th,GFR DHBW Ravensburg &,195.65,
Endurance - Average Points,126th,111.83,,
Endurance - Best Result,2nd,GFR DHBW Ravensburg &,1st,x16
Endurance - Best Result,48th,1st,1,
Endurance - Total,9th,GFR DHBW Ravensburg &,7043.4,
Endurance - Total,152nd,1565.67,,
Engineering Design - Average Points,15th,GFR DHBW Ravensburg &,123.17,
Engineering Design - Average Points,76th,103.48,,
Engineering Design - Best Result,4th,GFR DHBW Ravensburg &,1st,x10
Engineering Design - Best Result,81st,2nd,1,
Engineering Design - Total,15th,GFR DHBW Ravensburg &,4434.1,
Engineering Design - Total,166th,1448.79,,
Fuel - Average Points,11th,GFR DHBW Ravensburg &,53.89,
Fuel - Average Points,399th,7.78,,
Fuel - Best Result,3rd,GFR DHBW Ravensburg &,1st,x4
Fuel - Best Result,96th,2nd,1,
Fuel - Total,3rd,GFR DHBW Ravensburg &,1940.08,
Fuel - Total,327th,108.99,,
Points - Average Points,2nd,GFR DHBW Ravensburg &,737.08,
Points - Average Points,83rd,510.86,,
Points - Total,10th,GFR DHBW Ravensburg &,26535,
Points - Total,156th,7152,,
Skidpad - Average Points,3rd,GFR DHBW Ravensburg &,54.45,
Skidpad - Average Points,135th,26.32,,
Skidpad - Best Result,4th,GFR DHBW Ravensburg &,1st,x9
Skidpad - Best Result,142nd,3rd,1,
Skidpad - Total,6th,GFR DHBW Ravensburg &,1960.36,
Skidpad - Total,161st,368.48,,
