AutoX - Average Points,569th,9.7,
AutoX - Best Result,630th,38th,x1
AutoX - Total,604th,29.1,
Business Presentation - Average Points,577th,37.85,
Business Presentation - Best Result,784th,45th,x1
Business Presentation - Total,625th,113.55,
Cost - Average Points,118th,68.55,
Cost - Best Result,610th,22nd,x1
Cost - Total,546th,205.66,
Engineering Design - Average Points,658th,46.67,
Engineering Design - Best Result,779th,47th,x1
Engineering Design - Total,641st,140.0,
Points - Average Points,612th,162.67,
Points - Total,638th,488,
