AutoX - Average Points,695th,0.9,
AutoX - Best Result,638th,40th,x1
AutoX - Total,692nd,4.5,
Business Presentation - Average Points,220th,51.58,
Business Presentation - Best Result,412th,10th,x1
Business Presentation - Total,478th,257.92,
Cost - Average Points,321st,59.11,
Cost - Best Result,652nd,26th,x1
Cost - Total,480th,295.55,
Endurance - Average Points,606th,3.4,
Endurance - Best Result,594th,29th,x1
Endurance - Total,607th,17.0,
Engineering Design - Average Points,441st,64.8,
Engineering Design - Best Result,732nd,39th,x1
Engineering Design - Total,507th,324.0,
Points - Average Points,566th,179.8,
Points - Total,556th,899,
