Acceleration - Average Points,241st,34.19,
Acceleration - Best Result,610th,35th,x1
Acceleration - Total,475th,102.58,
AutoX - Average Points,181st,56.94,
AutoX - Best Result,459th,15th,x1
AutoX - Total,437th,170.81,
Business Presentation - Average Points,33rd,61.68,
Business Presentation - Best Result,55th,1st,x1
Business Presentation - Total,560th,185.04,
Cost - Average Points,108th,69.24,
Cost - Best Result,707th,30th,x1
Cost - Total,554th,207.71,
Endurance - Average Points,295th,57.71,
Endurance - Best Result,475th,16th,x1
Endurance - Total,475th,173.13,
Engineering Design - Average Points,606th,53.33,
Engineering Design - Best Result,758th,41st,x1
Engineering Design - Total,632nd,160.0,
Fuel - Average Points,195th,19.71,
Fuel - Best Result,390th,13th,x1
Fuel - Total,434th,59.12,
Points - Average Points,222nd,379.0,
Points - Total,520th,1137,
Skidpad - Average Points,144th,26.31,
Skidpad - Best Result,593rd,33rd,x1
Skidpad - Total,422nd,78.92,
