Acceleration - Average Points,238th,34.0,
Acceleration - Best Result,292nd,8th,x1
Acceleration - Total,399th,169.98,
AutoX - Average Points,132nd,64.42,
AutoX - Best Result,368th,11th,x1
AutoX - Total,333rd,322.08,
Business Presentation - Average Points,259th,50.34,
Business Presentation - Best Result,526th,16th,x1
Business Presentation - Total,474th,251.71,
Cost - Average Points,309th,59.82,
Cost - Best Result,621st,24th,x1
Cost - Total,466th,299.1,
Endurance - Average Points,181st,89.29,
Endurance - Best Result,251st,6th,x1
Endurance - Total,329th,446.44,
Engineering Design - Average Points,174th,88.8,
Engineering Design - Best Result,334th,10th,x1
Engineering Design - Total,443rd,444.0,
Fuel - Average Points,336th,11.28,
Fuel - Best Result,453rd,21st,x1
Fuel - Total,423rd,56.41,
Points - Average Points,167th,418.4,
Points - Total,414th,2092,
Skidpad - Average Points,167th,23.96,
Skidpad - Best Result,413th,15th,x1
Skidpad - Total,340th,119.81,
