Business Presentation - Average Points,700th,31.83,
Business Presentation - Best Result,718th,35th,x1
Business Presentation - Total,660th,95.48,
Cost - Average Points,651st,36.33,
Cost - Best Result,700th,32nd,x2
Cost - Total,633rd,109.0,
Engineering Design - Average Points,764th,34.33,
Engineering Design - Best Result,606th,24th,x1
Engineering Design - Total,701st,103.0,
Points - Average Points,764th,102.67,
Points - Total,696th,308,
