Acceleration - Average Points,516th,13.0,
Acceleration - Best Result,285th,7th,x1
Acceleration - Total,579th,39.0,
AutoX - Average Points,346th,34.8,
AutoX - Best Result,326th,9th,x1
AutoX - Total,491st,104.4,
Business Presentation - Average Points,202nd,52.4,
Business Presentation - Best Result,659th,26th,x1
Business Presentation - Total,579th,157.2,
Cost - Average Points,721st,27.87,
Cost - Best Result,679th,29th,x1
Cost - Total,673rd,83.6,
Endurance - Average Points,248th,72.97,
Endurance - Best Result,148th,3rd,x1
Endurance - Total,445th,218.9,
Engineering Design - Average Points,699th,42.0,
Engineering Design - Best Result,580th,22nd,x1
Engineering Design - Total,662nd,126.0,
Fuel - Average Points,349th,10.8,
Fuel - Best Result,271st,7th,x1
Fuel - Total,477th,32.4,
Points - Average Points,415th,260.0,
Points - Total,574th,780,
Skidpad - Average Points,432nd,9.53,
Skidpad - Best Result,311th,9th,x1
Skidpad - Total,532nd,28.6,
