Acceleration - Average Points,386th,23.38,
Acceleration - Best Result,449th,14th,x1
Acceleration - Total,314th,304.0,
AutoX - Average Points,506th,15.99,
AutoX - Best Result,573rd,27th,x1
AutoX - Total,410th,207.9,
Business Presentation - Average Points,193rd,53.03,
Business Presentation - Best Result,492nd,12th,x1
Business Presentation - Total,261st,689.4,
Cost - Average Points,325th,59.07,
Cost - Best Result,771st,40th,x1
Cost - Total,277th,767.9,
Endurance - Average Points,498th,20.69,
Endurance - Best Result,462nd,15th,x1
Endurance - Total,428th,269.0,
Engineering Design - Average Points,361st,71.54,
Engineering Design - Best Result,557th,19th,x1
Engineering Design - Total,307th,930.0,
Fuel - Average Points,309th,13.32,
Fuel - Best Result,283rd,7th,x1
Fuel - Total,287th,173.1,
Points - Average Points,412th,265.15,
Points - Total,328th,3447,
Skidpad - Average Points,470th,8.07,
Skidpad - Best Result,568th,29th,x1
Skidpad - Total,383rd,104.9,
