Business Presentation - Average Points,77th,58.19,
Business Presentation - Best Result,539th,15th,x1
Business Presentation - Total,751st,58.19,
Cost - Average Points,304th,60.0,
Cost - Best Result,514th,13th,x1
Cost - Total,731st,60.0,
Engineering Design - Average Points,376th,70.0,
Engineering Design - Best Result,620th,24th,x1
Engineering Design - Total,761st,70.0,
Points - Average Points,561st,188.0,
Points - Total,766th,188,
