Acceleration - Average Points,515th,13.79,
Acceleration - Best Result,499th,18th,x1
Acceleration - Total,500th,82.74,
AutoX - Average Points,313th,38.19,
AutoX - Best Result,512th,19th,x1
AutoX - Total,395th,229.16,
Business Presentation - Average Points,502nd,41.63,
Business Presentation - Best Result,476th,11th,x1
Business Presentation - Total,503rd,249.8,
Cost - Average Points,695th,33.48,
Cost - Best Result,440th,10th,x2
Cost - Total,563rd,200.88,
Endurance - Average Points,164th,98.24,
Endurance - Best Result,465th,15th,x1
Endurance - Total,302nd,589.45,
Engineering Design - Average Points,353rd,72.23,
Engineering Design - Best Result,647th,26th,x1
Engineering Design - Total,465th,433.35,
Fuel - Average Points,433rd,6.53,
Fuel - Best Result,491st,25th,x1
Fuel - Total,475th,39.17,
Points - Average Points,316th,319.67,
Points - Total,441st,1918,
Skidpad - Average Points,309th,15.54,
Skidpad - Best Result,418th,14th,x1
Skidpad - Total,397th,93.22,
