Acceleration - Average Points,536th,11.45,
Acceleration - Best Result,536th,23rd,x1
Acceleration - Total,514th,68.69,
AutoX - Average Points,416th,26.92,
AutoX - Best Result,561st,27th,x1
AutoX - Total,439th,161.5,
Business Presentation - Average Points,732nd,29.87,
Business Presentation - Best Result,585th,20th,x1
Business Presentation - Total,556th,179.22,
Cost - Average Points,863rd,-29.84,
Cost - Best Result,744th,38th,x1
Cost - Total,870th,-179.05,
Endurance - Average Points,404th,35.49,
Endurance - Best Result,550th,22nd,x1
Endurance - Total,448th,212.97,
Engineering Design - Average Points,614th,50.23,
Engineering Design - Best Result,691st,34th,x1
Engineering Design - Total,522nd,301.41,
Points - Average Points,713th,124.67,
Points - Total,580th,748,
Skidpad - Average Points,635th,0.58,
Skidpad - Best Result,641st,58th,x1
Skidpad - Total,622nd,3.5,
