Acceleration - Average Points,169th,40.13,
Acceleration - Best Result,298th,8th,x1
Acceleration - Total,212th,521.7,
AutoX - Average Points,304th,40.27,
AutoX - Best Result,457th,16th,x1
AutoX - Total,260th,523.5,
Business Presentation - Average Points,388th,45.15,
Business Presentation - Best Result,140th,2nd,x1
Business Presentation - Total,292nd,586.91,
Cost - Average Points,352nd,58.09,
Cost - Best Result,668th,28th,x1
Cost - Total,277th,755.2,
Endurance - Average Points,223rd,79.68,
Endurance - Best Result,406th,12th,x1
Endurance - Total,208th,1035.8,
Engineering Design - Average Points,403rd,68.08,
Engineering Design - Best Result,466th,15th,x1
Engineering Design - Total,307th,885.0,
Fuel - Average Points,158th,22.15,
Fuel - Best Result,418th,16th,x1
Fuel - Total,191st,287.9,
Points - Average Points,241st,362.38,
Points - Total,255th,4711,
Skidpad - Average Points,351st,12.52,
Skidpad - Best Result,416th,15th,x1
Skidpad - Total,298th,162.7,
