Acceleration - Average Points,646th,2.9,
Acceleration - Best Result,650th,50th,x1
Acceleration - Total,645th,11.6,
AutoX - Average Points,326th,37.25,
AutoX - Best Result,604th,31st,x1
AutoX - Total,465th,149.0,
Business Presentation - Average Points,413th,44.92,
Business Presentation - Best Result,750th,36th,x1
Business Presentation - Total,567th,179.7,
Cost - Average Points,338th,58.68,
Cost - Best Result,667th,25th,x1
Cost - Total,536th,234.7,
Endurance - Average Points,409th,35.25,
Endurance - Best Result,437th,13th,x1
Endurance - Total,496th,141.0,
Engineering Design - Average Points,642nd,50.0,
Engineering Design - Best Result,779th,44th,x1
Engineering Design - Total,603rd,200.0,
Fuel - Average Points,186th,20.32,
Fuel - Best Result,367th,11th,x1
Fuel - Total,388th,81.3,
Points - Average Points,448th,248.25,
Points - Total,545th,993,
Skidpad - Average Points,444th,9.2,
Skidpad - Best Result,519th,21st,x1
Skidpad - Total,514th,36.8,
