Acceleration - Average Points,517th,13.77,
Acceleration - Best Result,389th,10th,x1
Acceleration - Total,393rd,192.79,
AutoX - Average Points,637th,4.51,
AutoX - Best Result,482nd,16th,x1
AutoX - Total,564th,63.1,
Business Presentation - Average Points,71st,58.47,
Business Presentation - Best Result,121st,1st,x1
Business Presentation - Total,198th,818.61,
Cost - Average Points,102nd,69.59,
Cost - Best Result,180th,2nd,x1
Cost - Total,209th,974.21,
Endurance - Average Points,611th,3.86,
Endurance - Best Result,423rd,12th,x1
Endurance - Total,556th,54.0,
Engineering Design - Average Points,306th,75.32,
Engineering Design - Best Result,195th,4th,x1
Engineering Design - Total,278th,1054.5,
Points - Average Points,497th,220.93,
Points - Total,356th,3093,
Skidpad - Average Points,593rd,2.62,
Skidpad - Best Result,448th,15th,x1
Skidpad - Total,515th,36.72,
