Acceleration - Average Points,653rd,2.07,
Acceleration - Best Result,426th,12th,x1
Acceleration - Total,641st,12.4,
AutoX - Average Points,421st,26.68,
AutoX - Best Result,324th,8th,x1
AutoX - Total,447th,160.07,
Business Presentation - Average Points,538th,40.14,
Business Presentation - Best Result,136th,2nd,x2
Business Presentation - Total,511th,240.85,
Cost - Average Points,462nd,52.39,
Cost - Best Result,166th,2nd,x1
Cost - Total,478th,314.36,
Endurance - Average Points,310th,52.85,
Endurance - Best Result,68th,1st,x1
Endurance - Total,397th,317.12,
Engineering Design - Average Points,453rd,64.52,
Engineering Design - Best Result,136th,3rd,x1
Engineering Design - Total,491st,387.1,
Fuel - Average Points,248th,16.67,
Fuel - Best Result,68th,1st,x1
Fuel - Total,358th,100.0,
Points - Average Points,414th,264.83,
Points - Total,472nd,1589,
Skidpad - Average Points,438th,9.48,
Skidpad - Best Result,260th,6th,x1
Skidpad - Total,468th,56.86,
