Acceleration - Average Points,507th,14.63,
Acceleration - Best Result,410th,11th,x1
Acceleration - Total,517th,73.15,
AutoX - Average Points,691st,1.8,
AutoX - Best Result,378th,10th,x1
AutoX - Total,660th,9.0,
Business Presentation - Average Points,40th,60.92,
Business Presentation - Best Result,116th,1st,x1
Business Presentation - Total,455th,304.62,
Cost - Average Points,538th,46.87,
Cost - Best Result,352nd,6th,x1
Cost - Total,538th,234.33,
Engineering Design - Average Points,452nd,64.6,
Engineering Design - Best Result,331st,9th,x2
Engineering Design - Total,524th,322.98,
Points - Average Points,559th,188.4,
Points - Total,556th,942,
Skidpad - Average Points,640th,0.7,
Skidpad - Best Result,379th,11th,x1
Skidpad - Total,637th,3.5,
