Acceleration - Average Points,387th,22.69,
Acceleration - Best Result,169th,3rd,x1
Acceleration - Total,442nd,113.47,
AutoX - Average Points,667th,2.4,
AutoX - Best Result,298th,8th,x1
AutoX - Total,643rd,12.0,
Business Presentation - Average Points,247th,50.85,
Business Presentation - Best Result,96th,1st,x1
Business Presentation - Total,472nd,254.25,
Cost - Average Points,707th,28.28,
Cost - Best Result,478th,12th,x1
Cost - Total,593rd,141.42,
Endurance - Average Points,303rd,53.36,
Endurance - Best Result,131st,3rd,x2
Endurance - Total,418th,266.8,
Engineering Design - Average Points,690th,42.28,
Engineering Design - Best Result,296th,8th,x1
Engineering Design - Total,572nd,211.4,
Fuel - Average Points,481st,2.64,
Fuel - Best Result,149th,3rd,x1
Fuel - Total,492nd,13.2,
Points - Average Points,523rd,199.0,
Points - Total,520th,995,
Skidpad - Average Points,627th,0.7,
Skidpad - Best Result,352nd,11th,x1
Skidpad - Total,624th,3.5,
