Acceleration - Average Points,579th,7.5,
Acceleration - Best Result,563rd,27th,x1
Acceleration - Total,626th,15.01,
AutoX - Average Points,640th,3.75,
AutoX - Best Result,617th,35th,x1
AutoX - Total,661st,7.5,
Business Presentation - Average Points,810th,21.16,
Business Presentation - Best Result,756th,39th,x1
Business Presentation - Total,770th,42.32,
Cost - Average Points,725th,27.44,
Cost - Best Result,686th,30th,x1
Cost - Total,726th,54.87,
Engineering Design - Average Points,487th,60.52,
Engineering Design - Best Result,796th,53rd,x1
Engineering Design - Total,668th,121.03,
Points - Average Points,703rd,126.0,
Points - Total,720th,252,
Skidpad - Average Points,516th,5.82,
Skidpad - Best Result,520th,23rd,x1
Skidpad - Total,587th,11.65,
