AutoX - Average Points,707th,0.33,
AutoX - Best Result,220th,4th,x1
AutoX - Total,698th,5.0,
Business Presentation - Average Points,380th,45.86,
Business Presentation - Best Result,184th,3rd,x2
Business Presentation - Total,263rd,687.95,
Cost - Average Points,208th,64.85,
Cost - Best Result,37th,1st,x2
Cost - Total,210th,972.68,
Endurance - Average Points,661st,0.33,
Endurance - Best Result,656th,53rd,x1
Endurance - Total,647th,5.0,
Engineering Design - Average Points,352nd,72.32,
Engineering Design - Best Result,32nd,1st,x2
Engineering Design - Total,272nd,1084.79,
Points - Average Points,590th,174.93,
Points - Total,391st,2624,
